,date,dB,something,ping,upload,download,jitter
695,2022-10-14 02:50:01,-31.2,11.9,719.91,2.84,38.17,6.77
696,2022-10-14 02:55:01,-31.3,11.9,704.55,6.73,37.33,6.4
697,2022-10-14 03:00:01,-31.0,12.0,701.55,23.39,37.88,6.5
698,2022-10-14 03:05:01,-31.1,12.1,712.27,3.29,37.44,6.35
699,2022-10-14 03:10:02,-31.0,12.1,711.91,2.95,31.48,5.71
700,2022-10-14 03:15:01,-31.2,12.0,712.27,4.76,38.28,6.55
701,2022-10-14 03:20:01,-31.3,12.0,704.45,12.27,37.75,6.75
702,2022-10-14 03:25:01,-31.4,11.9,712.64,4.3,35.48,6.28
703,2022-10-14 03:30:01,-31.1,12.2,710.55,2.31,36.7,5.51
704,2022-10-14 03:35:01,-31.4,12.0,711.91,7.21,38.27,6.65
705,2022-10-14 03:40:01,-31.1,12.0,712.18,3.03,38.09,6.75
706,2022-10-14 03:45:01,-31.1,12.3,712.09,4.88,38.16,2.67
707,2022-10-14 03:50:02,-31.1,12.3,712.45,2.7,37.85,6.28
708,2022-10-14 03:55:01,-31.4,12.0,712.18,1.94,38.1,6.58
709,2022-10-14 04:00:01,-31.2,12.2,708.45,4.79,38.2,6.55
710,2022-10-14 04:05:01,-30.8,12.5,708.45,5.53,38.21,6.95
711,2022-10-14 04:10:01,-31.1,12.0,708.91,6.78,33.65,5.32
712,2022-10-14 04:15:01,-31.1,12.1,706.09,14.68,38.09,6.5
713,2022-10-14 04:20:01,-30.9,12.3,715.73,6.73,38.2,6.45
714,2022-10-14 04:25:01,-31.0,12.1,711.91,2.96,38.22,6.92
715,2022-10-14 04:30:02,-30.9,12.3,712.36,4.29,37.8,3.63
716,2022-10-14 04:35:01,-31.0,12.2,708.45,3.54,38.03,6.33
717,2022-10-14 04:40:01,-31.1,12.1,712.27,4.36,38.22,7.17
718,2022-10-14 04:45:01,-30.9,12.1,719.45,4.89,37.93,6.95
719,2022-10-14 04:50:01,-31.1,12.3,709.09,10.03,38.14,6.85
720,2022-10-14 04:55:01,-30.8,12.1,712.09,6.09,38.18,6.92
721,2022-10-14 05:00:01,-31.3,12.0,705.09,11.74,38.0,6.82
722,2022-10-14 05:05:01,-31.0,12.3,712.27,7.95,35.21,6.3
723,2022-10-14 05:10:01,-31.2,12.2,719.91,3.31,38.18,6.65
724,2022-10-14 05:15:01,-31.1,12.1,712.18,9.57,38.08,7.07
725,2022-10-14 05:20:01,-30.8,12.6,709.18,10.66,38.22,7.05
726,2022-10-14 05:25:01,-31.0,12.5,708.55,7.47,38.15,6.72
727,2022-10-14 05:30:02,-31.0,12.2,708.09,34.28,35.27,6.68
728,2022-10-14 05:35:01,-31.1,12.3,713.36,4.77,35.34,6.75
729,2022-10-14 05:40:01,-31.0,12.3,711.64,7.17,31.06,6.63
730,2022-10-14 05:45:01,-30.9,12.2,705.0,11.65,31.65,6.68
731,2022-10-14 05:50:01,-31.1,12.2,708.0,11.14,36.28,6.73
732,2022-10-14 05:55:01,-30.9,12.5,704.91,6.8,34.91,6.82
733,2022-10-14 06:00:01,-31.1,12.2,712.09,11.55,33.79,6.97
734,2022-10-14 06:05:01,-31.0,12.5,708.64,5.21,35.5,6.53
735,2022-10-14 06:10:02,-30.8,12.5,711.55,4.51,30.54,6.9
736,2022-10-14 06:15:01,-30.7,12.8,709.0,12.23,26.45,6.8
737,2022-10-14 06:20:01,-30.5,12.8,705.36,12.08,31.76,6.7
738,2022-10-14 06:25:01,-30.8,12.5,905.36,80.97,30.4,6.73
739,2022-10-14 06:30:01,-30.9,12.6,718.18,96.66,37.79,7.22
740,2022-10-14 06:35:01,-31.0,12.3,705.91,12.47,38.05,6.21
741,2022-10-14 06:40:01,-31.1,12.2,697.55,12.7,37.97,6.5
742,2022-10-14 06:45:01,-31.0,12.1,719.55,6.11,33.76,5.88
743,2022-10-14 06:50:01,-30.9,12.4,705.0,13.51,31.82,3.16
744,2022-10-14 06:55:01,-31.1,12.1,718.73,7.37,34.62,6.6
745,2022-10-14 07:00:01,-31.0,12.4,712.64,3.57,28.54,6.97
746,2022-10-14 07:05:01,-31.1,12.2,735.18,53.52,36.31,7.07
747,2022-10-14 07:10:01,-31.1,12.2,712.55,7.83,21.66,7.24
748,2022-10-14 07:15:01,-31.0,12.2,713.36,5.03,31.05,6.85
749,2022-10-14 07:20:01,-31.0,12.2,711.82,5.28,15.28,6.75
750,2022-10-14 07:25:01,-30.9,12.4,712.18,12.76,31.31,6.38
751,2022-10-14 07:30:01,-31.0,12.4,711.45,18.77,22.15,4.67
752,2022-10-14 07:35:01,-30.8,12.5,712.45,7.62,32.98,6.4
753,2022-10-14 07:40:01,-31.0,12.3,710.73,17.66,29.48,4.01
754,2022-10-14 07:45:01,-31.1,12.3,711.64,18.16,11.88,6.82
755,2022-10-14 07:50:02,-30.9,12.4,709.45,9.84,19.46,5.22
756,2022-10-14 07:55:01,-30.9,12.3,708.18,11.23,34.0,7.0
757,2022-10-14 08:00:01,-31.0,12.3,734.09,23.45,31.41,6.48
758,2022-10-14 08:05:01,-30.8,12.3,709.55,5.74,32.53,2.52
759,2022-10-14 08:10:01,-30.9,12.4,708.45,6.74,32.05,7.1
760,2022-10-14 08:15:01,-30.9,12.4,712.36,5.41,28.45,6.43
761,2022-10-14 08:20:01,-31.1,12.2,712.09,11.14,32.08,2.05
762,2022-10-14 08:25:01,-31.0,12.3,713.36,9.38,19.24,3.16
763,2022-10-14 08:30:02,-30.9,12.3,708.45,17.98,26.23,6.4
764,2022-10-14 08:35:01,-30.7,12.6,908.18,274.28,24.23,2.5
765,2022-10-14 08:40:01,-30.9,12.3,712.0,5.78,29.96,6.75
766,2022-10-14 08:45:01,-30.9,12.3,713.09,10.21,37.23,4.05
767,2022-10-14 08:50:01,-31.0,12.6,708.45,4.31,37.49,7.17
768,2022-10-14 08:55:01,-31.0,12.4,709.27,5.99,32.25,5.56
769,2022-10-14 09:00:01,-30.9,12.3,708.27,13.94,20.91,6.75
770,2022-10-14 09:05:01,-31.1,12.4,711.64,5.86,33.83,2.7
771,2022-10-14 09:10:02,-31.1,12.3,708.55,4.14,24.61,4.72
772,2022-10-14 09:15:01,-31.1,12.1,945.64,54.3,23.3,6.01
773,2022-10-14 09:20:01,-31.3,12.1,712.27,13.92,34.23,3.41
774,2022-10-14 09:25:02,-31.6,11.9,698.45,17.61,35.01,7.0
775,2022-10-14 09:30:01,-31.3,12.0,708.18,8.39,36.63,6.85
776,2022-10-14 09:35:01,-31.1,12.0,701.27,13.74,30.28,6.77
777,2022-10-14 09:40:01,-31.8,11.8,707.82,17.3,37.33,6.92
778,2022-10-14 09:45:01,-31.5,12.0,705.82,18.92,32.19,7.07
779,2022-10-14 09:50:02,-31.6,11.7,708.55,19.23,37.64,6.3
780,2022-10-14 09:55:01,-31.4,12.0,708.55,10.13,38.11,7.02
781,2022-10-14 10:00:01,-31.3,12.0,712.27,10.73,33.84,5.07
782,2022-10-14 10:05:01,-31.2,12.0,709.73,13.23,36.37,2.89
783,2022-10-14 10:10:01,-31.1,12.2,711.27,14.74,34.65,3.59
784,2022-10-14 10:15:01,-31.2,12.3,973.0,9.26,27.56,6.8
785,2022-10-14 10:20:01,-31.3,12.1,712.09,7.59,22.67,1.9
786,2022-10-14 10:25:01,-31.3,12.1,720.45,12.24,19.75,5.64
787,2022-10-14 10:30:01,-31.4,12.3,699.73,20.8,21.96,5.93
788,2022-10-14 10:35:01,-31.3,12.2,711.36,22.77,18.14,5.12
789,2022-10-14 10:40:01,-31.3,12.1,705.45,5.54,27.05,3.04
790,2022-10-14 10:45:01,-31.1,12.3,705.73,21.01,32.51,2.65
791,2022-10-14 10:50:01,-31.2,12.3,712.45,10.16,26.68,3.88
792,2022-10-14 10:55:01,-31.1,12.1,710.27,10.39,37.53,3.34
793,2022-10-14 11:00:01,-31.2,12.1,712.09,6.22,33.11,7.07
794,2022-10-14 11:05:01,-31.2,12.2,704.0,16.72,33.32,1.68
795,2022-10-14 11:10:01,-30.9,12.3,704.45,12.79,33.98,6.03
796,2022-10-14 11:15:01,-31.0,12.1,708.45,8.76,35.29,6.16
797,2022-10-14 11:20:01,-30.9,12.4,715.82,7.77,29.49,3.63
798,2022-10-14 11:25:01,-31.0,12.3,720.09,14.5,23.25,6.7
799,2022-10-14 11:30:01,-30.9,12.3,986.18,113.56,30.36,6.72
800,2022-10-14 11:35:01,-30.9,12.3,710.27,8.71,35.41,6.87
801,2022-10-14 11:40:01,-31.1,12.6,711.09,16.76,33.75,7.02
802,2022-10-14 11:45:01,-31.0,12.4,711.45,8.86,28.27,5.54
803,2022-10-14 11:50:01,-31.1,12.1,719.73,2.69,33.9,6.43
804,2022-10-14 11:55:01,-31.2,12.3,712.18,4.08,36.86,6.68
805,2022-10-14 12:00:01,-31.1,12.0,713.09,6.68,19.33,3.14
806,2022-10-14 12:05:01,-31.1,9.4,712.0,12.78,12.99,2.65
807,2022-10-14 12:10:02,-31.2,11.5,708.55,7.59,31.5,1.83
808,2022-10-14 12:15:01,-31.3,12.1,705.0,12.08,33.79,6.75
809,2022-10-14 12:20:01,-31.3,12.1,708.45,18.65,23.64,5.02
810,2022-10-14 12:25:01,-31.2,12.1,708.55,15.64,34.43,6.26
811,2022-10-14 12:30:02,-31.3,12.3,712.09,3.51,27.96,7.1
812,2022-10-14 12:35:01,-31.2,12.0,712.09,12.71,35.46,6.65
813,2022-10-14 12:40:01,-31.0,12.3,719.36,6.97,18.61,7.49
814,2022-10-14 12:45:01,-31.2,12.1,708.82,21.45,31.21,6.03
815,2022-10-14 12:50:01,-31.1,12.3,707.82,21.64,33.26,6.63
816,2022-10-14 12:55:01,-31.2,12.1,705.0,18.39,31.48,8.23
817,2022-10-14 13:00:01,-31.6,12.1,711.82,5.48,32.81,6.82
818,2022-10-14 13:05:01,-32.4,11.5,708.82,8.88,31.83,7.05
819,2022-10-14 13:10:02,-34.3,10.1,711.0,3.05,35.08,6.8
820,2022-10-14 13:15:01,-34.9,9.3,715.82,8.42,29.15,6.77
821,2022-10-14 13:20:01,-35.7,8.6,703.91,6.08,26.76,7.07
822,2022-10-14 13:25:01,-35.4,8.6,693.09,15.88,13.94,7.54
823,2022-10-14 13:30:01,-35.6,8.3,701.27,22.14,31.31,6.63
824,2022-10-14 13:35:02,-34.9,9.3,683.18,16.56,29.02,6.35
825,2022-10-14 13:40:02,-34.9,9.3,701.36,13.38,28.43,5.04
826,2022-10-14 13:45:01,-34.6,9.7,690.45,19.44,22.25,6.33
827,2022-10-14 13:50:01,-34.5,9.8,711.73,2.73,38.03,6.3
828,2022-10-14 13:55:01,-34.6,9.8,927.18,81.91,31.48,6.5
829,2022-10-14 14:00:02,-34.2,10.2,712.18,4.14,35.69,6.33
830,2022-10-14 14:05:01,-34.2,10.1,708.73,6.33,27.01,6.77
831,2022-10-14 14:10:02,-34.0,10.2,704.82,9.63,35.29,5.66
832,2022-10-14 14:15:01,-33.8,10.3,712.27,14.45,29.85,7.37
833,2022-10-14 14:20:01,-33.7,10.4,705.09,10.78,33.14,6.55
834,2022-10-14 14:25:01,-33.4,10.5,694.0,24.27,37.44,6.7
835,2022-10-14 14:30:01,-33.6,10.4,712.27,7.02,30.08,7.07
836,2022-10-14 14:35:01,-33.4,10.4,708.27,23.62,32.24,1.88
837,2022-10-14 14:40:01,-33.3,10.7,704.18,13.42,30.45,7.0
838,2022-10-14 14:45:01,-32.4,11.2,704.36,13.71,29.35,6.45
839,2022-10-14 14:50:02,-32.6,10.8,708.45,32.08,27.29,6.97
840,2022-10-14 14:55:01,-32.4,10.8,704.91,7.72,35.83,6.73
841,2022-10-14 15:00:01,-32.5,10.7,712.55,7.68,37.41,6.55
842,2022-10-14 15:05:01,-32.4,10.8,707.73,4.35,29.66,6.75
843,2022-10-14 15:10:01,-32.7,10.6,705.82,14.85,33.18,7.15
844,2022-10-14 15:15:01,-32.2,10.9,928.0,116.2,28.24,1.71
845,2022-10-14 15:20:01,-32.0,11.3,712.45,8.86,31.02,6.77
846,2022-10-14 15:25:01,-32.2,11.0,701.09,17.72,28.43,6.55
847,2022-10-14 15:30:02,-32.0,11.0,705.0,9.03,32.75,6.95
848,2022-10-14 15:35:01,-31.8,11.2,714.45,15.79,24.18,6.53
849,2022-10-14 15:40:01,-31.7,11.5,709.27,9.3,33.47,7.0
850,2022-10-14 15:45:01,-31.9,11.3,708.91,10.7,32.66,2.89
851,2022-10-14 15:50:01,-32.1,11.1,712.18,10.63,29.85,6.8
852,2022-10-14 15:55:01,-31.8,11.3,711.27,8.38,9.3,6.03
853,2022-10-14 16:00:02,-31.7,11.2,708.18,17.95,34.05,1.61
854,2022-10-14 16:05:01,-31.8,11.4,723.09,16.17,29.42,4.72
855,2022-10-14 16:10:01,-31.3,11.7,708.55,8.14,34.75,6.82
856,2022-10-14 16:15:01,-31.3,11.7,712.45,4.11,34.86,6.06
857,2022-10-14 16:20:01,-31.5,11.4,712.45,18.74,19.16,6.63
858,2022-10-14 16:25:01,-31.3,11.4,712.36,13.19,22.61,6.13
859,2022-10-14 16:30:01,-31.5,11.3,712.45,14.35,15.46,6.7
860,2022-10-14 16:35:01,-31.5,11.4,709.09,11.7,23.24,5.44
861,2022-10-14 16:40:01,-31.3,11.9,713.36,13.54,27.88,6.38
862,2022-10-14 16:45:01,-31.4,11.5,712.82,6.2,8.91,6.53
863,2022-10-14 16:50:02,-31.4,11.9,711.91,7.13,26.45,7.84
864,2022-10-14 16:55:01,-31.2,11.9,712.36,10.24,27.25,7.37
865,2022-10-14 17:00:01,-31.3,11.8,708.45,5.83,35.21,6.48
866,2022-10-14 17:05:01,-31.4,11.6,706.55,4.98,30.9,6.7
867,2022-10-14 17:10:01,-31.4,11.9,716.91,28.6,31.19,6.97
868,2022-10-14 17:15:01,-31.3,11.8,718.91,6.76,33.57,6.87
869,2022-10-14 17:20:01,-31.3,11.6,709.27,10.67,33.51,3.46
870,2022-10-14 17:25:01,-31.1,11.9,719.73,16.66,15.74,6.38
871,2022-10-14 17:30:01,-31.1,11.9,712.36,12.02,13.82,6.7
872,2022-10-14 17:35:01,-31.1,11.9,718.82,6.93,17.39,7.91
873,2022-10-14 17:40:01,-31.1,11.9,709.55,6.04,14.47,7.47
874,2022-10-14 17:45:01,-30.8,12.3,720.55,6.78,11.42,7.34
875,2022-10-14 17:50:01,-30.9,12.1,712.36,7.71,37.16,6.18
876,2022-10-14 17:55:01,-30.9,12.3,725.91,23.84,15.31,6.77
877,2022-10-14 18:00:02,-30.8,12.5,712.09,6.0,21.13,6.73
878,2022-10-14 18:05:01,-30.9,12.2,717.09,5.33,28.41,7.05
879,2022-10-14 18:10:01,-30.8,12.3,712.27,9.99,15.95,6.55
880,2022-10-14 18:15:01,-30.8,12.2,715.82,4.76,20.67,6.63
881,2022-10-14 18:20:01,-30.8,12.5,712.82,11.31,29.57,6.9
882,2022-10-14 18:25:01,-30.9,12.3,713.09,11.09,14.83,6.75
883,2022-10-14 18:30:01,-30.8,12.4,712.18,23.97,35.38,7.02
884,2022-10-14 18:35:01,-30.8,12.4,999.0,7.36,36.77,6.92
885,2022-10-14 18:40:01,-30.8,12.5,712.91,5.29,15.5,6.23
886,2022-10-14 18:45:01,-30.7,12.6,721.0,5.44,23.81,1.93
887,2022-10-14 18:50:01,-30.9,12.3,708.27,13.36,14.94,5.44
888,2022-10-14 18:55:01,-30.9,12.5,711.18,8.99,31.02,7.22
889,2022-10-14 19:00:01,-31.1,12.3,710.45,12.74,12.23,6.63
890,2022-10-14 19:05:01,-31.2,12.3,935.73,40.1,18.33,1.34
891,2022-10-14 19:10:01,-31.1,12.2,712.09,10.66,35.79,6.55
892,2022-10-14 19:15:01,-31.2,12.3,712.09,5.16,15.8,6.68
893,2022-10-14 19:20:01,-31.3,12.4,712.09,4.86,28.85,6.11
894,2022-10-14 19:25:01,-31.1,12.5,713.09,9.06,30.65,6.65
895,2022-10-14 19:30:01,-31.2,12.3,713.36,11.55,25.21,6.58
896,2022-10-14 19:35:01,-31.3,12.2,706.0,17.5,10.49,6.85
897,2022-10-14 19:40:01,-31.4,12.5,711.27,11.27,12.18,6.58
898,2022-10-14 19:45:01,-31.1,12.5,712.36,9.99,12.29,6.08
899,2022-10-14 19:50:01,-31.2,12.3,941.36,42.2,23.77,1.29
900,2022-10-14 19:55:01,-31.2,12.3,711.64,6.98,15.78,6.75
901,2022-10-14 20:00:01,-31.4,12.1,711.82,11.95,9.02,6.95
902,2022-10-14 20:05:01,-31.1,12.4,887.09,502.55,18.8,6.45
903,2022-10-14 20:10:02,-31.2,12.4,716.91,8.85,16.25,6.6
904,2022-10-14 20:15:01,-31.3,12.4,712.36,12.21,10.61,6.43
905,2022-10-14 20:20:01,-31.2,12.3,712.91,12.61,31.49,2.65
906,2022-10-14 20:25:01,-31.3,12.3,713.0,12.87,24.26,6.68
907,2022-10-14 20:30:02,-31.3,12.3,707.45,12.31,17.38,6.82
908,2022-10-14 20:35:01,-31.2,12.2,712.36,10.95,32.27,6.48
909,2022-10-14 20:40:01,-31.2,12.5,713.18,10.09,30.11,6.55
910,2022-10-14 20:45:01,-31.4,12.3,713.18,9.98,33.44,2.74
911,2022-10-14 20:50:01,-31.5,12.1,713.0,8.64,23.72,6.6
912,2022-10-14 20:55:01,-31.3,12.3,707.91,13.03,18.5,6.77
913,2022-10-14 21:00:01,-31.2,12.2,709.18,21.97,28.34,6.7
914,2022-10-14 21:05:01,-31.2,12.1,709.91,11.84,13.87,6.68
915,2022-10-14 21:10:02,-31.4,11.8,718.45,16.98,32.13,6.85
916,2022-10-14 21:15:01,-31.1,12.3,712.91,12.75,30.19,7.22
917,2022-10-14 21:20:01,-31.0,12.2,713.27,14.94,24.0,6.68
918,2022-10-14 21:25:01,-31.1,12.3,711.18,7.28,29.9,6.8
919,2022-10-14 21:30:01,-31.2,12.4,707.55,11.63,24.0,6.75
920,2022-10-14 21:35:01,-31.4,12.1,720.36,8.44,7.23,6.77
921,2022-10-14 21:40:02,-31.2,12.1,703.36,10.2,26.63,5.86
922,2022-10-14 21:45:01,-31.3,12.2,703.18,12.85,36.04,6.9
923,2022-10-14 21:50:01,-31.2,12.3,713.18,24.82,35.2,6.25
924,2022-10-14 21:55:01,-31.4,12.0,709.36,18.51,23.74,6.01
925,2022-10-14 22:00:01,-31.3,12.1,709.82,8.34,29.03,6.01
926,2022-10-14 22:05:01,-31.3,12.1,710.27,17.52,33.14,6.4
927,2022-10-14 22:10:02,-31.4,12.2,712.91,13.66,10.17,6.65
928,2022-10-14 22:15:01,-31.2,12.3,713.27,11.9,13.71,6.65
929,2022-10-14 22:20:01,-31.1,12.3,711.36,8.04,11.85,6.92
930,2022-10-14 22:25:01,-31.4,12.0,712.09,13.97,29.55,6.87
931,2022-10-14 22:30:01,-31.3,12.2,712.73,4.8,35.18,6.77
932,2022-10-14 22:35:01,-31.4,12.0,713.45,3.8,34.54,6.75
933,2022-10-14 22:40:01,-31.4,12.2,712.27,3.39,24.79,8.36
934,2022-10-14 22:45:01,-31.4,12.0,713.27,4.44,24.02,6.8
935,2022-10-14 22:50:01,-31.4,12.2,711.82,7.78,28.47,6.68
936,2022-10-14 22:55:01,-31.3,12.1,716.36,15.96,35.26,6.9
937,2022-10-14 23:00:01,-31.3,12.3,711.36,19.66,28.06,6.48
938,2022-10-14 23:05:01,-31.3,12.3,704.55,15.02,32.21,6.21
939,2022-10-14 23:10:02,-31.2,12.1,710.45,12.01,23.16,6.38
940,2022-10-14 23:15:01,-31.4,12.1,712.55,13.97,34.63,6.82
941,2022-10-14 23:20:01,-31.3,12.1,712.09,8.83,19.31,6.63
942,2022-10-14 23:25:01,-31.3,12.2,713.27,6.91,13.21,6.9
943,2022-10-14 23:30:01,-31.2,12.1,709.0,10.36,32.81,3.44
944,2022-10-14 23:35:01,-31.4,12.0,711.0,11.68,16.76,6.35
945,2022-10-14 23:40:01,-31.4,12.0,705.0,17.33,27.47,6.92
946,2022-10-14 23:45:01,-31.3,12.2,708.0,9.45,15.74,6.85
947,2022-10-14 23:50:01,-31.4,12.2,708.27,10.84,32.6,6.5
948,2022-10-14 23:55:01,-31.6,11.9,712.18,4.12,17.7,6.55
949,2022-10-15 00:00:01,-31.3,12.1,712.27,10.59,27.2,6.65
950,2022-10-15 00:05:01,-31.3,12.2,708.18,12.99,30.55,6.82
951,2022-10-15 00:10:01,-31.2,12.3,708.36,18.45,30.23,6.01
952,2022-10-15 00:15:01,-31.3,12.2,712.18,6.1,32.46,7.15
953,2022-10-15 00:20:01,-31.4,12.1,705.36,21.47,37.96,7.02
954,2022-10-15 00:25:01,-31.3,12.3,708.91,7.93,35.66,6.77
955,2022-10-15 00:30:02,-31.3,12.3,719.64,11.02,33.51,6.82
956,2022-10-15 00:35:01,-31.4,12.0,705.91,7.21,38.01,6.77
957,2022-10-15 00:40:01,-31.4,12.1,709.45,9.94,29.36,6.38
958,2022-10-15 00:45:01,-31.5,12.0,711.73,4.75,30.3,7.2
959,2022-10-15 00:50:01,-31.3,12.1,712.27,5.3,38.13,6.87
960,2022-10-15 00:55:01,-31.4,12.3,712.09,5.46,38.13,7.02
961,2022-10-15 01:00:01,-31.4,12.1,716.27,10.14,35.06,6.95
962,2022-10-15 01:05:01,-31.4,12.0,719.45,6.8,34.57,5.51
963,2022-10-15 01:10:01,-31.5,11.8,719.91,3.85,26.43,5.41
964,2022-10-15 01:15:01,-31.5,12.1,705.18,7.68,38.13,6.77
965,2022-10-15 01:20:01,-31.5,11.9,719.45,5.66,28.26,6.87
966,2022-10-15 01:25:01,-31.5,12.0,711.82,8.15,21.32,7.07
967,2022-10-15 01:30:01,-31.5,12.1,719.55,10.81,15.77,6.73
968,2022-10-15 01:35:01,-31.4,12.0,713.18,9.02,34.05,7.17
969,2022-10-15 01:40:01,-31.4,12.1,718.45,3.82,34.91,6.4
970,2022-10-15 01:45:01,-31.5,12.0,713.27,14.1,35.81,6.65
971,2022-10-15 01:50:01,-31.4,12.0,719.82,4.63,32.0,6.92
972,2022-10-15 01:55:01,-31.7,11.8,712.27,2.32,37.15,6.9
973,2022-10-15 02:00:01,-31.5,11.9,709.64,8.49,33.98,6.35
974,2022-10-15 02:05:01,-31.3,12.1,715.55,2.67,30.76,7.24
975,2022-10-15 02:10:01,-31.5,11.9,712.27,4.66,37.69,6.58
976,2022-10-15 02:15:01,-31.5,11.9,712.09,9.14,34.4,7.17
977,2022-10-15 02:20:01,-31.4,12.1,709.0,8.56,34.38,6.78
978,2022-10-15 02:25:01,-31.5,12.0,890.55,500.97,37.88,6.58
979,2022-10-15 02:30:01,-31.4,12.0,719.64,10.34,37.17,6.77
980,2022-10-15 02:35:01,-31.4,12.0,708.27,15.16,36.78,6.6
981,2022-10-15 02:40:01,-31.5,12.0,715.64,6.3,37.07,6.9
982,2022-10-15 02:45:01,-31.4,12.0,711.91,7.85,34.56,6.8
983,2022-10-15 02:50:02,-31.3,12.1,719.09,17.62,37.82,6.35
984,2022-10-15 02:55:01,-31.7,11.9,715.73,15.3,37.14,6.08
985,2022-10-15 03:00:01,-31.6,12.0,709.0,4.78,37.23,6.65
986,2022-10-15 03:05:01,-31.3,12.1,719.45,4.85,37.4,6.55
987,2022-10-15 03:10:01,-31.5,12.0,711.45,6.55,37.06,7.15
988,2022-10-15 03:15:01,-31.4,12.2,712.0,11.56,35.6,6.5
989,2022-10-15 03:20:01,-31.4,12.1,937.64,157.78,37.26,6.73
990,2022-10-15 03:25:01,-31.5,12.0,716.09,11.84,38.26,6.53
991,2022-10-15 03:30:01,-31.4,12.1,712.73,3.82,38.21,6.63
992,2022-10-15 03:35:01,-31.3,12.1,711.55,9.77,37.27,4.33
993,2022-10-15 03:40:01,-31.5,12.0,712.64,2.06,37.42,6.95
994,2022-10-15 03:45:01,-31.5,12.1,705.0,7.76,37.69,6.55
995,2022-10-15 03:50:01,-31.2,12.1,707.64,6.18,37.42,6.6
996,2022-10-15 03:55:01,-31.4,12.0,708.27,8.18,37.21,4.15
997,2022-10-15 04:00:01,-31.2,12.3,705.36,14.39,35.04,6.97
998,2022-10-15 04:05:01,-31.0,12.3,711.91,6.52,37.15,6.87
999,2022-10-15 04:10:01,-31.4,12.1,711.64,6.89,36.87,6.75
1000,2022-10-15 04:15:01,-31.1,12.3,715.36,7.44,37.37,7.14
1001,2022-10-15 04:20:01,-31.1,12.2,712.0,19.33,38.16,6.95
1002,2022-10-15 04:25:01,-31.3,12.2,712.36,4.32,37.11,6.73
1003,2022-10-15 04:30:02,-31.1,12.3,712.36,5.71,37.2,2.82
1004,2022-10-15 04:35:01,-31.2,12.3,711.82,7.16,38.18,6.65
1005,2022-10-15 04:40:01,-31.1,12.3,712.09,4.15,38.17,6.9
1006,2022-10-15 04:45:01,-31.1,12.2,712.0,4.06,37.29,4.65
1007,2022-10-15 04:50:01,-31.2,12.3,698.91,14.94,37.16,6.97
1008,2022-10-15 04:55:01,-31.3,12.1,712.27,6.44,37.33,6.21
1009,2022-10-15 05:00:01,-31.3,12.1,712.36,1.79,38.15,4.15
1010,2022-10-15 05:05:01,-31.0,12.3,711.82,3.68,37.24,6.5
1011,2022-10-15 05:10:02,-31.1,12.2,705.0,10.68,37.48,7.02
1012,2022-10-15 05:15:01,-31.1,12.3,712.45,4.43,37.1,6.68
1013,2022-10-15 05:20:01,-31.3,12.0,711.64,8.65,37.31,6.82
1014,2022-10-15 05:25:01,-31.2,12.3,712.27,6.47,38.24,6.6
1015,2022-10-15 05:30:01,-31.1,12.3,712.18,7.3,37.83,6.97
1016,2022-10-15 05:35:01,-31.4,12.0,709.64,10.73,38.26,6.78
1017,2022-10-15 05:40:01,-31.2,12.1,712.82,10.56,38.26,7.39
1018,2022-10-15 05:45:01,-31.0,12.2,720.09,3.02,37.71,4.03
1019,2022-10-15 05:50:01,-31.2,12.1,712.18,3.36,38.27,6.73
1020,2022-10-15 05:55:01,-31.2,12.1,709.45,10.7,38.3,3.83
1021,2022-10-15 06:00:01,-31.2,12.1,697.45,8.42,36.9,6.45
1022,2022-10-15 06:05:01,-31.2,12.2,704.91,6.35,37.34,6.82
1023,2022-10-15 06:10:01,-31.2,12.1,708.91,17.89,37.44,6.73
1024,2022-10-15 06:15:01,-31.0,12.3,711.27,4.68,37.16,6.75
1025,2022-10-15 06:20:01,-31.1,12.1,712.18,9.03,37.18,6.75
1026,2022-10-15 06:25:01,-31.1,12.2,705.36,14.93,37.18,6.82
1027,2022-10-15 06:30:01,-30.9,12.5,712.09,3.92,36.39,7.05
1028,2022-10-15 06:35:01,-31.2,12.3,712.91,5.0,30.59,7.02
1029,2022-10-15 06:40:01,-31.6,11.9,711.55,11.08,22.9,7.07
1030,2022-10-15 06:45:01,-31.3,12.1,719.18,7.06,30.3,6.58
1031,2022-10-15 06:50:01,-31.1,12.1,712.18,4.85,36.16,7.0
1032,2022-10-15 06:55:01,-31.3,12.3,716.27,1.79,37.99,6.65
1033,2022-10-15 07:00:01,-31.2,12.3,748.55,14.02,34.76,6.73
1034,2022-10-15 07:05:01,-31.1,12.3,712.45,3.48,36.57,6.95
1035,2022-10-15 07:10:01,-31.0,12.3,885.18,387.31,36.69,6.8
1036,2022-10-15 07:15:01,-30.8,12.6,712.45,7.07,36.78,6.77
1037,2022-10-15 07:20:01,-30.9,12.6,712.0,12.98,35.12,6.92
1038,2022-10-15 07:25:01,-30.9,12.6,711.91,3.82,18.04,6.53
1039,2022-10-15 07:30:02,-31.0,12.4,708.73,11.04,17.74,6.77
1040,2022-10-15 07:35:01,-30.9,12.3,711.27,16.04,22.32,6.8
1041,2022-10-15 07:40:01,-31.2,12.4,707.45,7.36,32.25,6.82
1042,2022-10-15 07:45:01,-30.8,12.6,717.82,13.73,36.87,4.03
