,y,x0,x1,x2,x3,x4,id
0,0.35664528615709606,-0.5224422794308322,-0.47462492265398526,-0.5379460640840485,-0.23060247041104792,0.505128705724069,0
1,0.2528003127123498,-0.4292993587687943,-0.47462492265398526,-0.0002948942353265044,0.04961242165334818,23.876325021137987,1
2,-0.474114501400863,0.9678444511618043,-0.47462492265398526,1.6126586153108302,-0.6509248085076446,-0.009991539595258187,2
3,-2.96639386407474,0.3158440065275256,-0.47462492265398526,-1.075597233932766,-3.1728588370872193,21.052702935683897,3
4,-2.96639386407474,0.6884156891756839,-0.47462492265398526,0.4029434831512091,-3.3129662831194175,0.3771880996088314,4
5,-0.5779594748456092,-2.944158216643871,-0.47462492265398526,-2.419725158554564,-0.7910322545398426,3.951302225437974,5
6,-0.16257958106662787,0.595272768513646,-0.47462492265398526,0.8061818605377494,-0.5108173624754465,0.24629032171490917,6
7,-0.26642455451137415,1.4335590544720072,-0.47462492265398526,2.1503097851595476,-0.5108173624754465,-0.9247687811719653,7
8,-0.058734607621885294,1.7129878164581243,-0.47462492265398526,1.4782458228486486,-0.23060247041104792,-0.8052036486750692,8
9,0.14895533926760354,0.595272768513646,-0.47462492265398526,1.0750074454621081,-0.23060247041104792,0.27578572539134055,9
10,0.35664528615709606,-0.6155852000928734,-0.47462492265398526,0.5373562756133908,-0.23060247041104792,-0.2795138990628919,10
11,0.14895533926760354,0.6884156891756839,-0.47462492265398526,0.5373562756133908,0.04961242165334818,-0.765844646227152,11
12,-0.058734607621885294,0.595272768513646,-0.47462492265398526,0.5373562756133908,-0.09049502437884988,-0.21987442177147695,12
13,-0.26642455451137415,1.0609873718238454,-0.47462492265398526,0.5373562756133908,-0.23060247041104792,-0.030634506463239994,13
14,-0.3702695279561204,0.6884156891756839,-0.47462492265398526,0.4029434831512091,-0.09049502437884988,-0.37635650518292585,14
15,-0.3702695279561204,-0.05672767612063271,-0.47462492265398526,0.8061818605377494,-0.5108173624754465,-0.3136644634748022,15
16,0.14895533926760354,1.5267019751340416,-0.47462492265398526,0.6717690680755726,0.04961242165334818,-0.2186343174771908,16
17,0.045110365822860966,0.5021298478516047,-0.47462492265398526,0.5373562756133908,0.32982731371774426,-0.053242561674476094,17
18,0.46049025960183865,-0.4292993587687943,-0.47462492265398526,-0.1347076866975082,0.04961242165334818,0.39523638672261274,18
19,0.46049025960183865,0.22270108586548437,-0.47462492265398526,0.6717690680755726,0.18971986768554622,-0.6568108609678938,19
